username	current_location	residence	job	name	mail	blood_group	address	ssn	registration	user_id	company	station_ID
naoki58	(Decimal('57.0119375'), Decimal('-147.029588'))			山崎 幹	takuma42@yahoo.com	AB-	広島県小金井市三ノ輪34丁目1番8号 横林パレス581	601-26-1633	12/24/2024, 00:00:00	1399	有限会社小川水産	123
thomas88	(Decimal('-55.702749'), Decimal('12.577527'))			Henry Gabriel Pastor	isaacda-costa@hotmail.com	A-	"Rodovia Maria Helena Barbosa, 33
Santa Rosa
62390069 Viana das Pedras / PA"	24675981364	2022-02-04	104	Vargas Souza Ltda.	722
xhernandez	(Decimal('47.1116785'), Decimal('161.442006'))		Television production assistant	Monique Smith	sarah13@yahoo.com	AB-	"1671 Christensen Mission
West Ashley, PA 38325"	654-97-3500	2024/10/02	1056	Chase Group	45
lindauivo				Sven Otto	maria-theresiascheuermann@gmx.de	B+	"Schachtweg 367
24085 München"	666-21-4714	2022/09/10	2004	Nerger Bärer GmbH	501
marcelo71	(Decimal('-50.2542115'), Decimal('-42.515821'))			Matheus Duarte	luanfonseca@uol.com.br	A-	"Avenida de Aparecida, 85
Horto Florestal
80312-347 Santos Alegre / MT"	10265349842	19 Mar 2020	63	Melo	106
suzukiharuka	(Decimal('-52.961762'), Decimal('-152.887142'))			近藤 智也	osamuyamada@hotmail.com	O+	山口県港区横林29丁目21番11号 入谷ハイツ184	183-03-0474	2021-12-04	379	有限会社木村通信	724
thomaspeixoto	(Decimal('-1.613065'), Decimal('-95.435809'))			Murilo da Cruz	nathannogueira@yahoo.com.br	AB+	"Núcleo Liam das Neves
Vila Califórnia
36959406 Nunes / PA"	24980657338	2021-04-24	382	Barbosa	493
yamadaasuka	(Decimal('-25.321146'), Decimal('175.113353'))			松本 学	hideki50@hotmail.com	O-	新潟県神津島村平河町28丁目24番19号 白金ハイツ807	110-10-3092	02 Jan 2025	178	岡田運輸合同会社	320
kaylalopez	(Decimal('-76.5274415'), Decimal('83.432401'))		Dentist	Brooke Hernandez DVM	sheila43@yahoo.com	B-		639-91-8811	2024-10-28	146	Thomas Inc	84
da-luzhellena	(Decimal('-77.770679'), Decimal('141.369059'))		Endodontista	Júlia Garcia	kpinto@ig.com.br	A+	"Avenida Lara Peixoto, 35
Teixeira Dias
39066467 Azevedo / AM"	64210789313	07/03/2020, 00:00:00	2132	Rezende S.A.	342
kleindonna	(Decimal('-2.848054'), Decimal('31.571214'))			Gina Wilson	craigmartin@hotmail.com	AB+	"4225 Hart Manors Suite 266
North Summerview, IL 25458"	161-81-8086	2024/06/03	222	Gordon, Hogan and Walker	397
jenniferryan	(Decimal('-51.892961'), Decimal('-84.375541'))			Justin Yoder	obrown@yahoo.com	O+	"6907 Michael Court Suite 155
Gregoryberg, SC 52042"	595-71-6115	2022/12/20	972	Thomas-Lewis	710
carlarenault	(Decimal('-22.445779'), Decimal('-172.046331'))			Nedda Anastasi	barcellatemistocle@gmail.com	O+	"Rotonda Scialpi, 32
27057, Pietragavina (PV)"	TLSMLN66L25L433G	03/07/2019, 00:00:00	195	Mantegazza Group	533
kazuyayamaguchi	(Decimal('-25.876162'), Decimal('-76.615511'))			福田 美加子	kobayashimai@hotmail.com	AB+	高知県西多摩郡瑞穂町権現堂4丁目19番8号 今戸パーク456	841-05-0725	2019-06-06	530	株式会社松田食品	168
rikayamashita	(Decimal('65.5233825'), Decimal('117.468322'))			藤原 美加子	chiyo57@gmail.com	B+	北海道武蔵村山市鍛冶ケ沢38丁目15番19号	873-49-5125	2021-07-27	249	有限会社池田印刷	727
castellittomanuel	(Decimal('-89.8351205'), Decimal('68.268092'))			Domenico Foa-Pinamonte	ciprianostradivari@vodafone.it	B-	"Vicolo Vanvitelli, 386 Piano 9
20068, Zeloforomagno (MI)"	PCTMRS93L09A706I	10/20/2020, 00:00:00	1894	Badoglio-Orengo Group	366
ottone34			Teacher, music	Dott. Donatello Vanvitelli	spizziol@gmail.com	O-	"Borgo Pompeo, 80
28857, Santa Maria Maggiore (VB)"	CNVGLI79B54F219O	2023-02-28	1965	Bramante-Sorrentino e figli	123
gschmiedecke	(Decimal('-21.1300435'), Decimal('-125.446977'))			Brigitte Berger	dobesjobst@aol.de	A-	"Dusan-Hering-Platz 91-60
40533 Illertissen"	957-24-6836	2020-10-22	1953	Jessel	233
charlescole	(Decimal('-4.5891725'), Decimal('-171.988053'))			Michael Fernandez	uchavez@gmail.com	O-	"USNV Ashley
FPO AP 49956"	255-56-3287	2023/01/13	1261	Young Ltd	353
handrade				Dra. Valentina Pacheco	bvargas@hotmail.com	A-	"Lagoa Oliveira, 3
Alto Vera Cruz
11237252 Cardoso do Amparo / AL"	84692137096	08/14/2025, 00:00:00	530	Aragão	150
correiaerick	(Decimal('17.160876'), Decimal('-141.674495'))		Assistente administrativo	Sr. Matheus Vasconcelos	osales@bol.com.br	A-		49287035105	2021/09/08	1763	Nunes	669
ana-beatrizcamara	(Decimal('-5.9826935'), Decimal('-88.318991'))			Ester da Cruz	apollo91@yahoo.com.br	O-	"Residencial Luiz Henrique Melo, 38
Barão Homem De Melo 2ª Seção
80272758 Silveira / MA"	84712096322	2021-07-12	1531	Azevedo	317
emilie89	(Decimal('54.861520'), Decimal('-6.480098'))			Annaliese Meister B.A.	hkallert@gmail.com	A+	"Friedrich-Hartung-Weg 367
16750 Mühldorf am Inn"	435-35-1196	2021/06/01	1067	Drewes KG	203
tanakayasuhiro	(Decimal('29.4398915'), Decimal('-172.777777'))			田中 桃子	akirakobayashi@gmail.com	AB+	高知県台東区手岡13丁目27番13号	831-84-6315	2023-08-17	1939	伊藤印刷有限会社	596
montoyaheather				Glen Hernandez	jon35@yahoo.com	A-		125-18-0406	11/13/2021, 00:00:00	793	Bailey, Nelson and Wong	520
novaesjoao-vitor	(Decimal('-31.151639'), Decimal('100.089635'))			Alana Duarte	isabeljesus@hotmail.com	B+	"Fazenda Costela, 963
Atila De Paiva
61625545 Silveira / DF"	23465081951	2022/07/13	1206	Moura	143
lisa31	(Decimal('9.157760'), Decimal('-128.850699'))			Cläre Geißler B.Eng.	anthonyscheel@googlemail.com	AB-	"Traudl-Dehmel-Straße 45
33859 Wittenberg"	685-33-0010	08 Dec 2021	1567	Karge Schweitzer KG	339
eugenia68				Ennio Carducci	ludovico85@fastwebnet.it	A+	"Borgo Gianfrancesco, 423 Appartamento 48
90041, Foce (PA)"	GBBFDC84T03L671D	2024-09-17	2156	Bramante, Pinamonte e Dalla Group	372
rgroettner	(Decimal('57.309870'), Decimal('-56.162641'))			Pia Mies	putzjulie@aol.de	B+	"Staudeplatz 6/3
99241 Tirschenreuth"	224-13-3707	2019-10-11	38	Bolnbach GmbH & Co. OHG	459
alexei71	(Decimal('-25.9524145'), Decimal('-78.397799'))		Pfleger	Gundi Ziegert	ziegertagnieszka@googlemail.com	O+	"Rörrichtplatz 77
17985 Gifhorn"	925-07-2952	2024-05-26	1908	Hamann GmbH & Co. KG	357
momokohashimoto	(Decimal('-31.1512985'), Decimal('-65.878486'))		音楽家	佐藤 洋介	gnakamura@gmail.com	O+	新潟県小平市前弥六36丁目26番2号 シャルム西川689	074-62-2822	2018/10/05	966	有限会社山崎農林	394
luzie35	(Decimal('51.2488565'), Decimal('57.116373'))			Hatice Conradi	jklingelhoefer@yahoo.de	B-	"Olivia-Löwer-Ring 61
92103 Potsdam"	134-25-1634	29 Mar 2024	266	Heser Weihmann GmbH & Co. KGaA	136
kmoura	(Decimal('-65.705547'), Decimal('-164.703624'))		Estatístico	João Vitor Melo	antony73@hotmail.com	B-	"Campo de Cirino
Cdi Jatoba
52735247 Costela / SP"	16078254901	2022-04-06	1592	Pires S/A	607
edelbertbecker	(Decimal('34.246630'), Decimal('-136.950057'))		Polizist	Hannah Drub	lorettarogner@gmx.de	B-	"Katy-Möchlichen-Platz 9750
29188 Hohenmölsen"	861-99-8109	12 Jan 2021	195	Holzapfel	123
beppe67	(Decimal('-89.040436'), Decimal('-91.681297'))		IT sales professional	Calcedonio Orlando	calcedonio43@virgilio.it	O-	"Canale Pontecorvo, 539 Appartamento 89
37041, Coriano Veronese (VR)"	RVGSVN93S61H577P	05/01/2022, 00:00:00	997	Tutino SPA	76
morlacchimarcella	(Decimal('-61.603525'), Decimal('-22.631562'))			Salvatore Bajardi	rosalia50@poste.it	A-	"Stretto Adinolfi, 76
14013, Cortandone (AT)"	RNDTRS03A22E087L	06/10/2024, 00:00:00	215	Chechi-Galuppi SPA	121
johnsalas	(Decimal('-56.3092025'), Decimal('40.434603'))			Gavin Hammond	ericedwards@gmail.com	A-	"319 Arroyo Spring
Santiagobury, NH 21323"	428-72-1853	2023-08-14	1418	Garcia, King and Jones	318
yokowatanabe	(Decimal('62.909764'), Decimal('21.548618'))		アイドル	中村 舞	yosuke67@gmail.com	AB-	福岡県調布市北青山26丁目20番16号 油井ハイツ849	477-94-0961	2023-08-11	1436	藤井鉱業有限会社	684
keith85	(Decimal('-34.778614'), Decimal('-52.620081'))		Pharmacologist	Rebekah Yang	noah04@gmail.com	O+		219-54-1961	2024/04/07	1002	Allen-Mcintosh	372
oswinjaehn	(Decimal('34.594035'), Decimal('49.298653'))			Ing. Luisa Geisel B.A.	auch-schlauchinthorben@aol.de	A+	"Uwe-Häring-Ring 4/3
14997 Cottbus"	242-95-7233	2025-01-30	2160	Hendriks	147
moriyoichi	(Decimal('40.2563665'), Decimal('118.307326'))		電気工事士	福田 英樹	kaori79@gmail.com	A+	静岡県東村山市麹町4丁目11番20号 中宮祠シャルム678	361-53-4936	03 Jan 2021	613	田中ガス有限会社	644
ajohann	(Decimal('3.911313'), Decimal('-8.637542'))		Mechaniker	Dipl.-Ing. Carin Gieß	martinwolf@gmx.de	AB-		258-34-8693	10 May 2020	1550	Wilms AG	575
logan78	(Decimal('11.244191'), Decimal('-97.592290'))		Scientific laboratory technician	Daniel Nelson	dking@hotmail.com	O+	"8074 Heather Avenue Apt. 930
Averymouth, NC 46603"	506-32-3107	10 Oct 2022	1328	Stewart-Flores	381
acalgari	(Decimal('49.0403205'), Decimal('-92.223913'))			Ilaria Paolucci	graziano42@outlook.com	B-	"Viale Lancisi, 136 Piano 5
22077, Olgiate Comasco (CO)"	LGHLGU41L42A942W	2022-07-07	2135	Platini-Ligorio Group	694
kmachado	(Decimal('9.175654'), Decimal('-3.345743'))		Atleta de arremesso de peso	Heloisa Melo	montenegroana-luiza@gmail.com	A-	"Chácara Sampaio
Novo Das Industrias
39375000 Melo Verde / PR"	54307189639	05/13/2024, 00:00:00	1295	Lopes S/A	696
zpalladio	(Decimal('-41.0205205'), Decimal('-70.750659'))			Ermanno Totino	ernesto03@libero.it	AB-	"Stretto Soffici, 14 Piano 9
48032, Casola Valsenio (RA)"	GDNBGI49B63B470H	19 Aug 2024	1298	Vianello-Salvo s.r.l.	44
qmejia				Lynn Wilson	jasonmurphy@yahoo.com	AB+		649-02-1294	2018/11/19	599	Newton-Clark	140
paula02	(Decimal('-31.2721105'), Decimal('93.569611'))			Wiltrud Etzler	hschottin@hotmail.de	B-		083-08-6335	24 Oct 2019	1493	Junitz e.V.	441
meryemjaentsch	(Decimal('-78.106756'), Decimal('-171.912155'))			Karl-Dieter Trupp	frida54@web.de	A-	"Lübsweg 2279
37635 Kitzingen"	702-60-4147	2021/03/03	1563	Scheel GmbH & Co. KG	225
mituru38	(Decimal('48.7702505'), Decimal('104.165240'))			池田 香織	hashimotoyumiko@yahoo.com	O+	東京都八街市柿木沢16丁目27番6号 パーク丸の内ＪＰタワー633	519-31-1656	14 Aug 2021	1522	合同会社高橋情報	150
mikako02	(Decimal('10.236460'), Decimal('-47.973878'))			鈴木 修平	akobayashi@gmail.com	A-	兵庫県富津市芝公園4丁目25番10号	198-88-1659	2019/08/09	839	有限会社前田水産	262
pedersoliennio	(Decimal('-81.1471455'), Decimal('-89.691596'))			Berenice Mondadori	qballa@alice.it	B-	"Piazza Fortunata, 245
86020, Molise (CB)"	BTOLRI21C10D444R	20 Oct 2020	1015	Marzorati-Giradello Group	334
sauerivonne	(Decimal('-61.1853635'), Decimal('-63.067583'))			Korbinian Segebahn	sara06@gmail.com	AB+	"Mielcarekstraße 433
23449 Karlsruhe"	692-22-0145	21 Dec 2020	573	Niemeier Ritter AG & Co. KG	367
amandapowell	(Decimal('-88.131003'), Decimal('137.943903'))			Mrs. Tara Zimmerman	kyle58@hotmail.com	A+		304-42-3268	13 May 2021	298	Wiley, Brown and Gutierrez	584
hanna67	(Decimal('7.2087215'), Decimal('99.095374'))			Karola Schleich	ajungfer@gmail.com	A+	"Ingeborg-Harloff-Gasse 8
80678 Crailsheim"	516-44-3792	01/15/2025, 00:00:00	204	Tröst	363
omazzeo	(Decimal('-9.331088'), Decimal('-142.769398'))			Sig. Pellegrino Ricciardi	piersantiprocacci@gmail.com	B-	"Contrada Antonio, 585
24010, Ubiale (BG)"	CGNBRR15A62G467I	2023-01-18	1897	Pennetta, Pennetta e Gualandi s.r.l.	588
kambsgesa	(Decimal('-32.058722'), Decimal('-4.497213'))			Leonard Gierschner	otmartschentscher@web.de	B-	"Krausweg 61-71
48745 Wanzleben"	795-21-5339	23 Feb 2020	26	Barth Heser OHG mbH	442
sigurd22	(Decimal('-43.8660135'), Decimal('3.788584'))		Bankkaufmann	Frau Elma Davids	girschnerwaldemar@aol.de	AB-	"Lorenzo-Austermühle-Ring 9/4
67516 Nürtingen"	788-46-2138	06 Mar 2022	151	Kraus	24
tanakaminoru	(Decimal('-23.6843435'), Decimal('138.245465'))			山本 修平	kaoriyamada@gmail.com	B-	新潟県横浜市港南区富久町36丁目7番20号	291-19-2873	2019/02/24	904	小林情報株式会社	87
xsilva	(Decimal('-77.8596775'), Decimal('138.817660'))			Sr. Breno Novaes	oalmeida@ig.com.br	A+	"Alameda Pastor, 705
Dom Cabral
70031-301 Cassiano / AM"	87496310204	2024/03/11	1230	Nascimento	363
dionigi63				Calcedonio Ligorio	fcammarata@tele2.it	O+	"Via Nitti, 8
51013, Chiesanuova Uzzanese (PT)"	BTTGNN48M18G521S	06/12/2019, 00:00:00	990	Volterra-Peranda Group	23
campanellavalerio	(Decimal('74.340122'), Decimal('141.554582'))			Dott. Eraldo Doglioni	giorgiorossetti@yahoo.com	O-		TTNLRN91A28H411Q	2019-01-16	43	Tresoldi-Oliboni s.r.l.	56
echiaramonte	(Decimal('-55.126932'), Decimal('-155.020615'))			Priscilla Mantegazza	hbertoni@tiscali.it	A-	"Contrada Tacchini, 0
41036, Medolla (MO)"	FTTLSN18L27C589B	08 Apr 2021	1100	Zecchini, Milanesi e Tomei SPA	596
da-cruzapollo	(Decimal('-49.562813'), Decimal('103.035763'))			Vitor Gabriel Lopes	oliveiramaria-eduarda@yahoo.com.br	O+	"Área Maria Isis Cassiano, 2
Vila Antena Montanhês
29804-861 Gomes da Mata / RN"	24061789511	01/27/2021, 00:00:00	2119	Vieira Ltda.	198
pdietz	(Decimal('35.962828'), Decimal('-36.809808'))			Fatima Krebs	irene38@googlemail.com	A-		074-28-9032	25 Aug 2022	924	Anders	66
yosuke24	(Decimal('5.874173'), Decimal('162.541086'))			石川 美加子	endohiroshi@gmail.com	O-	宮崎県清瀬市脚折36丁目16番15号	453-50-0661	2022/03/24	317	有限会社鈴木農林	344
yamamotohideki	(Decimal('31.6959715'), Decimal('93.423469'))		大学教授	遠藤 拓真	chiyoyamada@hotmail.com	B+		797-69-8896	2024-07-02	996	株式会社遠藤水産	468
akemi48	(Decimal('-6.367599'), Decimal('177.097269'))			遠藤 七夏	kazuyaogawa@yahoo.com	A-	和歌山県品川区豊町10丁目3番1号	855-40-9794	2020/11/07	1952	株式会社小林保険	130
taraujo	(Decimal('0.206566'), Decimal('-58.878654'))			Ágatha Santos	milena59@ig.com.br	B-	"Conjunto de Montenegro, 46
Unidas
25818997 das Neves da Mata / RN"	10634758993	2022/07/15	1099	Castro	556
ferragnilucio	(Decimal('7.316887'), Decimal('74.782566'))			Amalia Fuseli	maria06@alice.it	B-	"Strada Tonia, 130 Appartamento 7
30021, San Gaetano (VE)"	PCNGGL13T59A155O	2019/06/12	111	Udinesi SPA	652
luara03	(Decimal('60.3041675'), Decimal('-94.382564'))			Dom Marques	yrodrigues@gmail.com	A+		59671234070	2022/07/16	356	Peixoto	17
rika77	(Decimal('-82.1276615'), Decimal('-156.697369'))			村上 陽子	mituruendo@hotmail.com	A-	茨城県あきる野市卯の里8丁目14番12号	573-97-9920	2025/02/13	723	田中ガス合同会社	319
fnogueira	(Decimal('83.271442'), Decimal('139.218616'))		Operador de bombas	Maria Júlia Oliveira	lucas-gabriel28@gmail.com	O+	"Largo de Moreira, 22
Santo Antônio
20173-732 Cavalcanti do Sul / SP"	74051368262	10 Aug 2021	684	Machado	209
olivia73	(Decimal('-80.6293775'), Decimal('157.472120'))			John Vazquez	simmonstina@hotmail.com	A+	"02650 Roberta Forge
Reyesside, RI 84845"	770-67-1018	2025-09-04	1555	Navarro-Graham	269
diana49	(Decimal('29.0712585'), Decimal('150.285966'))			Gaetano Beccaria-Chindamo	fabrizia35@alice.it	B-	"Canale Arsenio, 77
64013, Corropoli (TE)"	CRCFLR48S24D462M	2020/08/31	1523	Pacelli-Stoppani e figli	626
eyamamoto	(Decimal('-38.8419575'), Decimal('-88.993498'))			森 加奈	maayamatsumoto@gmail.com	O-	高知県国分寺市千塚36丁目17番15号 柿木沢新田コート455	472-73-3477	2025/04/29	1220	高橋鉱業有限会社	309
emosemann	(Decimal('-83.5434195'), Decimal('-16.269818'))			Mariola Schinke	xenia28@googlemail.com	AB-	"Stefania-Neuschäfer-Gasse 77-67
61673 Neustrelitz"	421-81-6853	2025/03/21	2155	Schuster	600
alessandrobonino	(Decimal('-56.942386'), Decimal('-32.822511'))			Eva Cherubini-Caetani	xsandi@alice.it	B-	"Via Prada, 18
50023, Tavarnuzze (FI)"	NRBDNI42L52L426A	2020-07-11	1991	Einaudi-Garobbio Group	736
zpuccini	(Decimal('19.9716875'), Decimal('157.938777'))		Archaeologist	Pier Venditti-Giannini	loredana31@tin.it	B+	"Vicolo Victoria, 8
83012, Cervinara (AV)"	TGNDNL00D45M178H	11/27/2021, 00:00:00	1927	Praga, Piazzi e Geraci s.r.l.	580
framos	(Decimal('-69.2072925'), Decimal('-47.394396'))			Timothy White	boyerchad@yahoo.com	A+	"5429 Sandoval Loaf Apt. 041
West Lisafurt, LA 92935"	064-89-7409	12/29/2024, 00:00:00	1057	Key-Dominguez	574
soranzopriscilla	(Decimal('77.6111885'), Decimal('-41.148086'))		Conservation officer, nature	Raffaella Borrani	migliacciofulvio@gmail.com	B+	"Contrada Roberto, 13 Piano 8
74012, Crispiano (TA)"	PRSRST11L47A610T	06 Jun 2025	1806	Ferrari SPA	228
valeriomerisi	(Decimal('-65.6316595'), Decimal('-111.606411'))		Solicitor, Scotland	Pierangelo Cutrufo	pedersoliornella@virgilio.it	B+	"Canale Ezio, 30
90016, Collesano (PA)"	GHUNNI05D48H803S	2025-09-09	766	Muratori-Ammaniti e figli	370
otanaoki	(Decimal('-75.8775565'), Decimal('-151.904113'))			遠藤 康弘	shotatanaka@yahoo.com	AB-	福岡県中央区台東42丁目27番13号	855-99-2655	03/07/2021, 00:00:00	452	合同会社阿部銀行	682
dussen-vanconstanze	(Decimal('75.9704195'), Decimal('86.458591'))		Artist	Dörthe Gotthard B.A.	jessika92@web.de	B-		478-45-2612	2019/04/18	2015	Jüttner	36
kazuyanakamura	(Decimal('-20.0793185'), Decimal('-91.333044'))		絵本作家	山田 健一	lmatsumoto@gmail.com	A+	鳥取県西多摩郡檜原村箪笥町10丁目21番18号 パーク四番町569	344-29-1720	2022/11/29	1334	有限会社田中ガス	195
meryemseifert	(Decimal('31.7461365'), Decimal('-68.058697'))			Fabian Schomber	ykaester@gmx.de	AB-	"Schülerring 1231
34688 Germersheim"	784-27-3115	07/13/2023, 00:00:00	773	Flantz	213
paloma90	(Decimal('57.956064'), Decimal('163.290302'))			Donato Cheda	baresivaleria@poste.it	AB-	"Rotonda Scalera, 712 Appartamento 38
25041, Boario Terme (BS)"	SLGFRN25R60G047N	2021/02/16	1729	Gabrieli, Renault e Angiolello s.r.l.	665
stephencarey			Environmental manager	April Wu	contrerasfaith@yahoo.com	AB-	"09778 Cook Brooks
Port Jennaborough, CA 71239"	234-80-1827	2024/11/01	2060	Reid-Morton	668
lisa43	(Decimal('31.5272155'), Decimal('66.752035'))			Gianpaolo Bonolis	morettidonato@libero.it	AB+	"Via Giampiero, 63
86046, San Martino In Pensilis (CB)"	SKLPRL50H63F775P	2024-07-29	1546	Petrassi-Ravaglioli e figli	490
nugnesgianfranco	(Decimal('-88.196590'), Decimal('163.054848'))			Gabriele Dalla-Sgalambro	graziano49@libero.it	O+		STGLND98S21F230H	11/21/2020, 00:00:00	780	Sauli, Stein e Ferragamo e figli	682
groettnersven	(Decimal('75.7452005'), Decimal('17.219329'))		Artist	Pascale Kade B.Eng.	haenelerhard@googlemail.com	AB-		912-06-7643	2022-11-11	234	Pärtzelt Ullrich GbR	509
sevim87	(Decimal('39.9869765'), Decimal('61.701289'))			Lili Gude	leonlorch@hotmail.de	A-	"Mechthild-Seip-Weg 86-41
92329 Neustadtner Waldnaab"	998-17-8856	10/12/2021, 00:00:00	1607	Mentzel GmbH	54
schleichmarietta	(Decimal('-87.801319'), Decimal('21.365679'))		Chirurgiemechaniker	Univ.Prof. Maximilian Hermann B.Eng.	rjockel@hotmail.de	O+	"Alicja-Kohl-Weg 607
43078 Aachen"	310-56-5937	2022-01-08	2097	Weihmann Krebs e.V.	431
da-rochasofia	(Decimal('13.657117'), Decimal('-154.811678'))			Zoe Guerra	leaorael@bol.com.br	B+	"Lago de Sampaio, 400
Dom Bosco
40390679 Gomes da Prata / RR"	05831946720	2025/06/16	1875	Fernandes S.A.	585
jamie82	(Decimal('-9.088323'), Decimal('-15.784514'))			John Harris	davidblair@yahoo.com	O-	"Unit 7378 Box 5255
DPO AE 81769"	655-84-5942	01/07/2022, 00:00:00	1231	Garcia PLC	234
riosjoao-felipe	(Decimal('-21.952680'), Decimal('-55.883325'))			Fernando Monteiro	azevedohenry@hotmail.com	B-	"Rua Ana Laura Martins
Palmares
57822105 Machado de Caldeira / AC"	95807612302	21 Jul 2021	1870	Carvalho	103
fogacafrancisco	(Decimal('31.741413'), Decimal('-114.827382'))			Bryan Ramos	nmontenegro@bol.com.br	A+	"Fazenda Moraes, 331
Conjunto Bonsucesso
24220-679 Viana da Serra / TO"	27896105411	2023/08/10	1788	Costa	445
da-rocharavi-lucca	(Decimal('-49.1174695'), Decimal('-159.842177'))			José Miguel da Rosa	stephany62@uol.com.br	O-	"Viela Caio Teixeira
Tupi B
72330423 Pereira / MG"	93867241546	01/16/2022, 00:00:00	1005	Nunes	572
schmiedeckemarcel	(Decimal('48.247971'), Decimal('-171.514389'))			Iwan Jähn	suzanneaustermuehle@yahoo.de	O-	"Margret-Rogge-Gasse 6-7
52553 Einbeck"	489-74-9780	01/13/2023, 00:00:00	758	Juncken AG	719
baroffioarturo	(Decimal('89.5400075'), Decimal('20.186260'))			Sig.ra Vanessa Ciani	marcello61@libero.it	B+	"Via Paulina, 1
00141, Roma (RM)"	LTRPMP38B50M184Z	08 Jun 2022	1226	Traetta, Santi e Borrani Group	475
maria-luisa91	(Decimal('-87.4144785'), Decimal('78.928812'))			Benjamim Novais	carvalhovalentim@bol.com.br	B-	"Colônia Rios, 84
Vila Madre Gertrudes 2ª Seção
98598-288 Azevedo de das Neves / RR"	28031967512	01 Feb 2024	1841	Aparecida e Filhos	152
dishikawa	(Decimal('85.688461'), Decimal('11.019824'))			高橋 知実	shotaito@yahoo.com	A+	滋賀県山武市渡辺13丁目13番1号 アーバン四区町219	737-45-7559	21 Aug 2021	1436	山田保険合同会社	433
beckertanya	(Decimal('88.087513'), Decimal('-37.687895'))			Heather Taylor	qfritz@yahoo.com	AB-	"2343 Cook Mountain
Perezmouth, MH 79154"	600-72-3107	2025-04-09	1408	Johnston, Hanson and Brown	152
fonsecabenjamim	(Decimal('17.4203975'), Decimal('132.726564'))			Ayla Vieira	rebeca79@ig.com.br	B+	"Campo Oliver Almeida, 74
Pedreira Padro Lopes
97160-879 Cirino de Souza / RR"	58276419011	2025/08/24	1435	da Cruz Campos e Filhos	521
dsorgatz	(Decimal('65.777962'), Decimal('-101.032785'))		Augenoptiker	Hubert Baum	uta96@aol.de	B-	"Zänkergasse 4-2
05339 Dachau"	709-59-7452	03/14/2023, 00:00:00	549	Döhn Tintzmann KG	672
adrian77	(Decimal('9.1580755'), Decimal('140.010126'))			Prof. Tim Höfig	bkramer@hotmail.de	AB-	"Dittmar-Dippel-Ring 6
63946 Greiz"	834-54-8325	09/28/2023, 00:00:00	909	Mans GmbH & Co. KG	592
cruzalexander	(Decimal('-81.3254365'), Decimal('-130.432967'))		Product/process development scientist	Kristin Cummings	spencer43@yahoo.com	O-		185-57-6432	2020-09-17	493	Hart, Hamilton and Soto	443
taichiito	(Decimal('-69.3692855'), Decimal('-25.872964'))			小林 太一	lkondo@yahoo.com	AB-	岡山県香取郡多古町箪笥町23丁目20番1号 渡辺クレスト454	797-75-2171	2022/01/23	2076	株式会社加藤情報	345
junsuzuki	(Decimal('51.2806265'), Decimal('153.848791'))		エンジニア演奏家	鈴木 健一	junnakamura@yahoo.com	O+	長野県町田市脚折23丁目21番9号 長間コート154	770-01-0672	2025/09/20	468	加藤ガス有限会社	505
uphillips				Kathleen Williams	aramos@hotmail.com	B+	"86986 Mcgee View
Helenfort, CT 72412"	154-55-6806	14 Jan 2020	278	Case, Williams and Perez	140
alladoerschner	(Decimal('37.209003'), Decimal('82.083561'))			Miroslaw Schuster	kuehnertfriedemann@hotmail.de	O-	"Reza-Naser-Gasse 75
07956 Mainburg"	787-49-0724	2021-04-06	1183	Stadelmann Liebelt KG	333
itomiki	(Decimal('74.8478965'), Decimal('-171.874836'))			山本 陽子	lyoshida@gmail.com	O-	群馬県狛江市高田馬場29丁目7番17号 シティ明石町594	407-33-8592	2021-12-07	599	株式会社池田印刷	2
jcavalcanti	(Decimal('29.136413'), Decimal('98.967376'))		Piloto de avião	Hellena Moraes	borgesnicolas@hotmail.com	A+	"Área Rezende
Nova Floresta
70584968 da Costa de Minas / AC"	09753246838	19 Dec 2021	996	da Rosa	537
gianluigifilogamo	(Decimal('28.8648835'), Decimal('60.828724'))		Jewellery designer	Gelsomina Bompiani-Leonetti	teresa94@tin.it	A-		VNDGSN74M48D872B	09 Sep 2024	1895	Chinnici-Volta s.r.l.	434
hanako37	(Decimal('60.786488'), Decimal('131.698320'))			藤原 裕美子	rika29@gmail.com	B-	大阪府港区一ツ橋35丁目23番9号 クレスト東大和町865	569-92-7618	14 Jan 2019	1855	近藤銀行株式会社	94
clara50				Helmuth Wiek	caterinajaekel@gmx.de	AB+	"Robert-Reinhardt-Platz 91
01654 Jena"	902-58-1089	31 Aug 2020	1333	Christoph Börner AG & Co. OHG	358
myamada	(Decimal('89.494673'), Decimal('-45.667072'))			松田 亮介	nanamitakahashi@gmail.com	O+	佐賀県杉並区三ノ輪17丁目16番7号	048-64-3394	2020/12/31	1958	石川情報株式会社	74
calcedonio85	(Decimal('60.8213995'), Decimal('176.771235'))			Eleanora Fabbri	gionata01@libero.it	A+	"Stretto Giacobbe, 35 Appartamento 6
38070, Villa Banale (TN)"	TTNRMS37A69F531N	02/11/2021, 00:00:00	208	Turci e figli	448
moreiralunna	(Decimal('-39.8365035'), Decimal('178.132779'))		Escriturário	Maria Isis Guerra	pedro78@hotmail.com	B+		82407351932	2024/07/15	1329	Porto Guerra - EI	581
